gene_id	gene_name	CONTROL1_REP1	CONTROL1_REP2	TREATMENT1_REP1	TREATMENT1_REP2	TREATMENT2_REP1	TREATMENT2_REP2
AT1G01660	PUB55	0.915732	0.491973	0.042839	0.114983	0.702219	0.835996
AT1G01670	PUB56	2.520139	2.128027	0	0.228676	1.628551	2.703611
AT1G01680	PUB54	0.679662	0.861178	0.212396	0.117503	1.272835	0.967774
AT1G01690	ATPRD3	2.98971	1.684228	0.197608	0.120631	4.306727	4.646043
AT1G01695	AT1G01695	0.327019	0.220319	0	0.039111	0.561123	0.377406
AT1G01700	ROPGEF2	0.729055	0.865176	0	0.185691	0.99645	0.925903
AT1G01710	AT1G01710	11.320191	12.247139	4.786663	4.786333	13.540158	13.126439
AT1G01720	NAC002	5.913603	4.736797	5.588731	4.709625	8.344622	8.545732
AT1G01725	AT1G01725	22.249966	19.785585	13.846907	15.593374	17.960301	14.373681
AT1G01730	AT1G01730	18.019339	17.388163	10.724535	11.126736	19.084186	22.578857
AT1G01740	AT1G01740	4.11465	3.595789	0.5757	0.568351	5.358994	6.209184
AT1G01750	ADF10	0.440956	0.681378	0.485741	0.112345	1.603413	0.90341
AT1G01760	AT1G01760	1.608012	2.184235	0.386939	0.273494	3.055921	2.796021
AT1G01770	AT1G01770	9.10704	11.001364	3.937291	3.385817	12.449173	13.097987
AT1G01780	PLIM2B	6.945768	11.198013	3.029145	2.602095	10.694815	9.208205
AT1G01790	KEA1	26.466275	43.379473	7.589752	6.086297	58.0254	53.199161
AT1G01800	AT1G01800	65.409371	59.667261	59.476758	62.973335	66.99867	57.881766
AT1G01810	AT1G01810	0.500809	0.269888	0.526937	0.631693	0.173929	0.99457
AT1G01820	PEX11C	50.050945	58.783612	30.046786	28.047976	57.020244	59.963559
AT1G01830	AT1G01830	6.090443	7.05336	5.822981	5.772969	6.989721	6.780766
AT1G01840	AT1G01840	3.036058	2.194934	0.495777	0.728236	2.77021	1.826844
AT1G01860	PFC1	12.527195	14.31631	3.245997	4.250404	15.81665	15.910159
AT1G01870	AT1G01870	0	0	0	0	0	0
AT1G01880	GEN1	0.783467	0.49067	0.61107	0.462978	1.160683	0.852722
AT1G01890	AT1G01890	0	0	0	0	0	0
AT1G01900	SBTI1.1	1.30448	1.636783	3.565354	3.274021	2.961932	2.850343
AT1G01910	AT1G01910	31.339088	34.432239	20.804733	19.830641	44.906453	39.416827
AT1G01920	AT1G01920	6.802863	5.1684	6.073288	6.214303	9.472697	8.092948
AT1G01930	AT1G01930	4.715208	5.631452	7.005872	6.871084	6.870605	7.191552
AT1G01940	CYP18-1	11.674474	10.427733	555.364047	544.56286	16.169884	20.925039
AT1G01950	ARK2	4.296744	4.265422	2.869035	2.691179	6.908032	7.617971
AT1G01960	BIG3	11.108055	14.658547	16.160253	15.180204	19.967443	18.928847
AT1G01970	AT1G01970	26.684874	25.318465	19.598147	18.707765	26.604463	27.335592
AT1G01980	AT1G01980	0.051161	0	0	0.045863	0.035753	0
AT1G01990	AT1G01990	13.28006	15.506448	50.191447	45.734479	16.462348	16.255173
AT1G02000	GAE2	3.458665	3.981944	2.820954	2.048886	4.585181	3.934145
AT1G02010	SEC1A	3.430864	3.413993	0.38742	0.42107	4.083471	3.291976
AT1G02020	AT1G02020	4.661569	7.100662	7.815543	6.76133	7.970109	7.129188
AT1G02030	ZAT1	0	0.042456	0.060109	0.039267	0.060484	0
AT1G02040	AT1G02040	0	0	0	0	0	0
AT1G02050	PKSA	2.433555	2.414666	3.026425	2.893413	2.794967	3.213617
AT1G02060	AT1G02060	2.043779	1.751053	2.85114	2.740405	3.231804	2.984063
AT1G02065	SPL8	0.323729	0.016285	8.273916	7.887105	1.511152	1.426824
AT1G02070	AT1G02070	1.147005	0	0.194489	0.382646	0.388628	1.275988
AT1G02074	AT1G02074	0	0	0	0	0	0
AT1G02080	AT1G02080	8.918286	13.941217	10.087832	9.501977	18.186743	16.249938
AT1G02090	CSN7	30.605376	23.445537	87.93237	82.787785	30.627521	32.854392
AT1G02100	AT1G02100	20.262931	19.611212	34.622219	33.063404	20.360501	20.844667
AT1G02110	AT1G02110	4.317859	4.787589	11.803812	10.455893	9.314428	7.617504
AT1G02120	VAD1	28.596833	34.723204	18.62138	17.03637	35.282255	34.085439
AT1G02130	RABD2A	38.383681	36.640837	29.530582	27.960333	40.121725	41.529594
AT1G02136	AT1G02136	0	0	0	0	0	0
AT1G02140	MEE63	141.478956	128.999164	362.888544	357.26275	148.063692	135.328711
AT1G02145	ALG12	14.321134	14.967824	3.421129	4.56116	18.362591	16.017866
AT1G02150	AT1G02150	48.713355	61.03382	44.935185	41.528973	75.583467	70.567972
AT1G02160	AT1G02160	93.353007	66.253109	38.216342	35.635092	62.553309	66.247261
AT1G02170	AMC1	15.617897	19.648224	8.921747	8.070692	21.156087	22.138856
AT1G02180	AT1G02180	7.777944	5.377838	4.377337	4.240973	7.3689	6.106833
AT1G02190	AT1G02190	0.051927	0.09061	0.687193	0.631605	0.268082	0.276101
AT1G02205	CER1	11.887853	3.709469	9.999793	8.838091	21.95158	22.358641
AT1G02210	AT1G02210	0	0	0	0	0	0
AT1G02220	NAC003	4.400255	5.364086	2.366542	2.062621	5.663163	5.452487
AT1G02228	AT1G02228	0	0	0	0	0	0
AT1G02230	NAC004	0.660394	0.700418	2.240056	2.351811	0.382396	0.538913
AT1G02250	NAC005	0.128943	0	0	0.238465	0.092902	0
AT1G02260	AT1G02260	8.339398	10.03398	1.146071	0.56167	9.710037	8.673062
AT1G02270	AT1G02270	24.03153	26.520551	14.849907	17.686186	23.895258	22.884372
AT1G02280	TOC33	114.412763	75.021336	134.320852	132.321328	108.036721	103.099874
AT1G02290	AT1G02290	5.768762	5.061934	21.412335	21.088805	7.59804	7.327282
AT1G02300	AT1G02300	59.592782	45.536974	8.456239	8.19729	37.090673	34.954452
AT1G02305	AT1G02305	66.059096	78.709857	62.4552	62.824661	79.081649	73.630645
AT1G02310	MAN1	0	0.133586	0	0	0.059735	0.110343
AT1G02320	AT1G02320	0	0	0	0	0	0
AT1G02330	AT1G02330	13.222003	13.102417	9.282723	9.92947	20.424494	19.587313
AT1G02335	GL22	2.755845	5.226696	2.095835	2.561341	4.136328	3.756399
AT1G02340	HFR1	0.978237	0.51381	0.825678	1.312874	0.535041	0.997016
AT1G02350	AT1G02350	5.904484	6.804085	1.658263	2.334268	5.452457	4.683668
AT1G02360	AT1G02360	3.266175	2.214658	0.158612	0.305388	1.821231	2.015367
AT1G02370	AT1G02370	2.753868	1.972682	1.556001	1.234462	4.465172	3.648313
AT1G02380	AT1G02380	3.11696	2.474913	0.756954	0.663105	1.762572	2.801946
AT1G02390	GPAT2	0.735503	0.729727	0.426293	0.503513	0.330526	0.521566
AT1G02391	AT1G02391	0	0	0	0	0	0
AT1G02400	GA2OX6	1.871368	0.67979	0.329132	0.177008	1.972806	0.849952
AT1G02405	AT1G02405	0.406962	2.181241	0.258798	1.272645	0.260036	0.492204
AT1G02410	COX11	25.437783	20.836053	14.908856	13.218526	22.453237	25.042694
AT1G02420	AT1G02420	2.790599	2.756486	1.204876	1.00121	3.292883	4.224446
AT1G02430	ATARFD1B	0.854766	1.448299	0.606903	0.820603	1.63807	1.561696
AT1G02440	ATARFD1A	0.530847	0.216366	0.1919	0.043286	0	0.359061
AT1G02450	NIMIN-1	7.276983	3.887158	2.951394	1.782952	3.224651	2.982344
AT1G02460	AT1G02460	0.607833	1.11397	0.259563	0.249593	1.776573	1.107081
AT1G02470	AT1G02470	2.028182	1.706311	0.449755	0.939276	1.849318	1.610929
AT1G02475	AT1G02475	113.0399	128.837275	41.286049	40.787339	100.51647	95.703689
AT1G02480	AT1G02480	0	0	0	0	0	0
AT1G02490	AT1G02490	0	0	0	0	0	22.507625
AT1G02500	SAM1	95.596597	115.778206	164.034512	161.106299	153.195338	158.343128
AT1G02510	TPK4	0	0	0.839496	0.473124	0	0
AT1G02520	ABCB11	0	0.077141	0.137123	0.143777	0.120302	0.110668
AT1G02530	ABCB12	0	0.025529	0.084645	0.075305	0.067741	0.12515
AT1G02540	AT1G02540	0	0	0	0	0	0
AT1G02550	AT1G02550	0	0	0	0	0	0
AT1G02560	CLPP5	280.971493	328.29671	211.797996	206.978263	327.634119	327.509158
AT1G02570	AT1G02570	0	0	0	0.028058	0	0
AT1G02575	AT1G02575	0	0	0	0	0	0
AT1G02580	MEA	0	0.015166	0	0.00925	0	0.036462
AT1G02590	AT1G02590	0	0	0	0	0	0
AT1G02600	AT1G02600	0	0	0	0	0	0
AT1G02610	AT1G02610	24.648278	10.312865	0	0.080622	20.155793	21.254193
AT1G02620	AT1G02620	0.489012	0.393384	0.179204	0	1.073724	0.648158
AT1G02630	ETN8	0.656562	0.103891	0.484819	0.093724	0.758655	0.521288
AT1G02640	BXL2	2.640619	2.11935	6.317595	6.68226	8.196459	7.68088
AT1G02650	AT1G02650	0.600656	0.592889	0.137338	0.088902	1.006866	0.580397
AT1G02660	AT1G02660	5.345723	4.902398	0.888482	0.797488	7.128351	6.583231
AT1G02670	AT1G02670	0.502996	0.455099	0.041008	0.073292	0.740387	0.6839
AT1G02680	TAF13	14.048267	11.687322	8.882169	8.640985	13.572275	12.991066
AT1G02681	AT1G02681	0	0	0.282168	0.49237	0	0
AT1G02690	IMPA6	4.165679	1.949817	4.399673	3.42881	10.41835	9.111863
AT1G02700	AT1G02700	0.208582	1.169724	11.786241	11.74463	0.647141	0.846933
AT1G02710	AT1G02710	12.620757	24.812814	5.519552	6.573673	57.686344	22.04543
AT1G02720	GATL5	3.865029	4.672393	2.854831	3.259605	7.347395	7.018021
AT1G02730	CSLD5	5.050814	3.519758	0.275045	0.246365	17.705516	18.460378
AT1G02740	MRG2	9.583288	7.278434	3.924561	3.206851	6.580022	8.90299
AT1G02750	DI19-2	33.398632	13.924389	11.590145	9.037495	17.198024	17.160735
AT1G02770	AT1G02770	0.766704	0.544403	0.393115	0.541785	0.079569	0.37052
AT1G02780	RPL19A	644.608517	410.120949	855.996413	831.294606	680.869027	721.815154
AT1G02790	PGA3	0	0	0.100616	0.023068	0.101065	0.092641
AT1G02800	CEL2	0.836863	0.10933	0.251244	0.262308	2.452303	2.826378
AT1G02810	PME7	0.440924	0.05026	0.131689	0	0.232869	0.090055
AT1G02813	AT1G02813	0	0	0	0.190999	0	0
AT1G02816	AT1G02816	10.445963	9.324222	11.945756	12.152314	8.572319	9.280565
AT1G02820	AT1G02820	12.958006	18.390452	0.466794	0.144483	15.201838	15.007441
AT1G02830	RPL22A	0	0	0	0.120546	0	0
AT1G02840	SR34	52.990334	42.486239	97.487773	88.941837	63.481335	62.923687
AT1G02850	BGLU11	2.656557	3.295007	1.071538	0.861002	6.472625	5.516808
AT1G02860	BAH1	9.263236	6.807904	7.25816	8.492585	8.140015	8.655291
AT1G02870	AT1G02870	25.861852	15.507557	34.577715	32.424099	29.079497	32.558253
AT1G02880	TPK1	16.646296	13.900775	8.319564	6.624789	14.363865	14.610601
AT1G02890	AT1G02890	11.365937	14.740508	24.24167	22.131378	18.178731	17.857439
AT1G02900	RALF1	3.2557	1.308745	2.285892	1.222747	1.445411	1.345077
AT1G02910	LPA1	31.53588	37.129746	26.733986	25.750294	35.578088	34.818009
AT1G02920	GSTF7	84.639053	101.236632	98.084638	103.008997	55.693582	59.190946
AT1G02930	GSTF6	116.591682	125.88662	47.021287	48.173596	86.872537	88.608085
AT1G02940	GSTF5	0.588454	0.106188	0.725768	0.547911	0.580601	0.528619
AT1G02950	GSTF4	7.28063	6.875316	4.641172	3.689531	8.484229	7.232227
AT1G02952	AT1G02952	0	0.199764	0	0	0	0
AT1G02960	AT1G02960	20.643037	12.192149	2.333862	2.28418	12.939733	14.153252
AT1G02965	AT1G02965	0	0	0	0.057339	0	0
AT1G02970	WEE1	2.318997	1.302414	4.021281	3.83553	3.172551	3.156059
AT1G02980	CUL2	0	0.013774	5.069966	5.087628	0	0.068496
AT1G02990	AT1G02990	2.968969	4.623949	2.444198	2.477916	5.760991	5.012782
AT1G03000	PEX6	6.179652	8.719618	5.262291	4.084602	10.605263	9.545049
AT1G03010	AT1G03010	0.551034	0.408754	0.22611	0.102884	0.794614	0.577827
AT1G03020	GRXS1	28.403139	12.571646	3.512502	4.733617	17.897927	7.683597
AT1G03022	AT1G03022	0	0	0	0	0	0
AT1G03030	AT1G03030	10.697316	11.227852	4.191448	4.235028	13.039475	12.260033
AT1G03040	BHLH7	16.807335	17.684171	28.203913	27.513786	22.66407	22.142756
AT1G03050	AT1G03050	0	0.013191	0	0	0.07281	0
AT1G03055	D27	5.196799	4.978541	0.649599	0.468157	4.08845	4.638826
AT1G03060	SPI	3.283388	4.789645	1.7884	1.70253	6.818366	5.899632
AT1G03070	AT1G03070	0.273785	0.277349	197.866476	184.697802	0.743115	0.773447
AT1G03080	NET1D	6.825036	9.534977	3.928934	3.822658	11.211274	11.724712
AT1G03090	MCCA	8.953181	10.976775	2.566766	2.162284	16.373863	15.818916
AT1G03100	AT1G03100	1.220521	1.4344	0.208647	0.157656	1.559833	1.490634
AT1G03103	AT1G03103	0	0	0	0	0	0
AT1G03106	AT1G03106	0	0	0	0	0	0
AT1G03110	TRM82	10.028687	5.677838	0.595627	0.903886	11.842629	11.547855
AT1G03120	ATRAB28	0.25109	0.184683	0.360512	0.564227	0.893878	0.159639
AT1G03130	PSAD2	2252.032723	2592.078657	663.859188	665.20058	2265.497413	2166.540648
AT1G03140	AT1G03140	29.673009	24.217638	85.846014	77.264066	34.305843	32.989475
AT1G03150	AT1G03150	37.088185	31.042314	22.381216	25.73727	35.378021	37.598772
AT1G03160	FZL	20.841016	28.268958	8.531695	6.785521	28.870971	28.268002
AT1G03170	FAF2	0.247482	0.138405	0.087628	0.182216	0.176729	0.326802
AT1G03180	AT1G03180	1.757134	2.062638	10.350587	11.812542	3.300786	3.936393
AT1G03190	UVH6	2.826427	3.460362	3.94945	4.269069	4.519218	3.838532
AT1G03200	AT1G03200	5.376188	7.639889	2.642311	2.635512	6.110194	9.595356
AT1G03210	AT1G03210	24.057147	19.104633	6.149348	6.569267	19.525093	18.13993
AT1G03220	AT1G03220	18.63278	18.400935	15.161391	12.820311	30.215838	27.791714
AT1G03230	AT1G03230	8.618064	9.118561	12.291067	12.418115	15.294857	14.017704
AT1G03240	AT1G03240	0	0.120037	0	0	0.326922	0
AT1G03250	AT1G03250	21.701557	21.859543	4.352591	3.836517	22.115501	23.280568
AT1G03260	AT1G03260	7.024895	6.362518	4.307167	4.59278	7.587378	6.839828
AT1G03270	CBSDUF4	2.077457	2.320941	0.608831	0.61397	3.431641	3.416056
AT1G03280	AT1G03280	13.593747	14.97756	11.803941	10.177699	17.888215	17.616633
AT1G03290	AT1G03290	14.831437	14.11414	3.545793	3.903466	12.30504	13.902392
AT1G03300	ATDUF1	1.488502	1.395523	0.036477	0.215763	2.782261	2.17274
AT1G03310	ISA2	31.450966	42.667383	8.761218	8.251945	39.114848	38.421171
AT1G03320	AT1G03320	0.50826	0.537427	0.371499	0.335788	0.380051	0.776531
AT1G03330	LSM2	81.789843	43.132544	70.794629	72.722103	48.461944	59.096029
AT1G03340	AT1G03340	2.665609	3.631219	0.426919	0.278505	2.631406	1.396941
AT1G03350	AT1G03350	15.184433	18.056757	2.916192	2.611776	18.147705	19.185945
AT1G03360	ATRRP4	11.519824	6.563731	57.514607	51.948375	13.707759	14.07542
AT1G03365	RF4	4.544808	5.29498	4.452071	4.221987	6.400426	6.839663
AT1G03370	AT1G03370	6.589147	8.752803	1.954004	1.43378	10.303978	8.982307
AT1G03380	ATG18G	9.875649	12.579102	7.167392	6.053965	14.460962	12.528361
AT1G03390	AT1G03390	0	0.024899	0	0.029928	0.129173	0.060246
AT1G03400	AT1G03400	15.498708	21.410369	3.858361	3.175892	18.264698	18.039285
AT1G03410	2A6	1.929051	2.675824	1.013966	0.906872	1.859343	2.110521
AT1G03420	Sadhu4-2	19.815338	22.507075	1.614143	1.764368	25.819755	23.720494
AT1G03430	AHP5	36.714391	30.032449	5.732619	5.890317	26.050563	26.764316
AT1G03440	AT1G03440	4.560276	5.607771	7.52544	6.706918	5.382188	5.604402
AT1G03445	BSU1	0.043125	0.011555	0.096593	0.071069	0.063592	0.059287
AT1G03457	BRN2	1.582578	1.146054	2.580525	2.159583	2.728268	2.056981
AT1G03470	NET3A	5.077689	2.252738	12.041129	9.847857	7.650785	6.667996
AT1G03475	CPX1	118.664377	161.97386	131.256474	125.539564	177.186199	164.458981
AT1G03490	NAC006	0	0	0	0	0	0
AT1G03495	3AT2	3.078844	3.376624	3.790153	3.422412	4.465436	3.691111
AT1G03502	AT1G03502	0	9.124859	95.626501	37.69065	48.373078	45.01525
AT1G03506	AT1G03506	0	0	0	0	0	0
AT1G03510	PCMP-E3	1.401966	1.718953	0.391777	0.38824	1.890789	1.77223
AT1G03515	AT1G03515	0	0	0	0	0	0
AT1G03520	AT1G03520	6.366231	6.793753	0.476822	0.57519	8.088244	8.333878
AT1G03530	ATNAF1	2.603046	2.97554	9.988425	9.423445	5.494921	5.392798
AT1G03540	PCMP-E4	0.545931	0.752685	0.131473	0.252957	0.976039	1.034001
AT1G03545	AT1G03545	0.359739	0.977591	0	0.279149	1.736806	1.332288
AT1G03550	SCAMP2	5.481591	6.448367	1.001426	0.81017	6.200824	5.566395
AT1G03560	AT1G03560	3.306082	3.45581	1.458631	1.133014	5.012186	5.075977
AT1G03570	AT1G03570	0	0	0	0	0	0
AT1G03580	AT1G03580	0.448393	0.337963	0	0.035952	1.172138	0.513093
AT1G03590	PPC6-6	7.311122	6.645044	4.622889	4.046887	11.216512	10.964674
AT1G03600	PSB27-1	632.980636	772.394602	502.572763	489.743527	598.040297	582.193414
AT1G03610	AT1G03610	20.264986	19.408908	8.150876	8.509671	30.584746	25.18013
AT1G03620	AT1G03620	0.886985	0.868263	0.210536	0.323597	1.472	1.35733
AT1G03630	PORC	166.487563	191.346246	209.744875	196.034502	188.719509	187.311505
AT1G03650	AT1G03650	8.065803	5.031504	2.137891	2.957529	6.122233	5.559354
AT1G03660	AT1G03660	6.901863	0.369927	0	0.218286	3.922141	7.29977
AT1G03670	AT1G03670	0	0	0	0	0	0.105133
AT1G03680	ATHM1	397.894803	514.405876	166.22629	163.215952	439.520068	409.617317
AT1G03687	AT1G03687	8.836462	8.32151	4.326632	4.020175	9.798157	10.329189
AT1G03700	AT1G03700	0	0	0	0	0	0
AT1G03710	AT1G03710	0.961274	0.289081	0.131276	0.25679	0.504582	0.745807
AT1G03720	AT1G03720	0	0	0	0	0	0
AT1G03730	AT1G03730	11.974324	15.008812	0.773105	0.934455	10.0827	11.499576
AT1G03740	AT1G03740	13.016532	16.785628	4.150125	3.927797	19.172714	16.33231
AT1G03743	AT1G03743	0	0	0	0	0	0
AT1G03746	AT1G03746	0	0	0	0	0	0
AT1G03750	SWI2	2.130691	2.000404	0.370503	0.343822	2.601971	2.574194
AT1G03760	AT1G03760	4.105951	4.212343	17.316061	17.725839	6.214996	6.108229
AT1G03770	RING1B	2.596882	1.465986	1.74683	1.544082	2.841372	2.17623
AT1G03780	TPX2	2.397363	0.977337	0.201928	0.056058	6.382765	6.065496
AT1G03790	SOM	0	0	0	0	0	0
AT1G03800	ERF10	0	0.208432	0.200386	0.337366	0.101671	0.182346
AT1G03810	AT1G03810	0	0	0	0	0	0
AT1G03820	AT1G03820	18.769889	6.949654	1.337365	0.870424	10.677674	12.91018
AT1G03830	AT1G03830	1.884383	2.059334	1.685149	1.652898	3.498	3.978454
AT1G03840	MGP	0.064222	0.117028	0	0	0.130058	0.391474
AT1G03850	GRXS13	12.599227	16.896679	1.151828	0.339022	13.716872	10.815897
AT1G03860	PHB2	46.347835	41.893103	402.841138	386.931321	60.400811	64.551885
AT1G03870	FLA9	37.16405	40.716169	14.425269	12.97471	54.795467	53.941425
AT1G03880	CRB	0	0	0	0	0	0
AT1G03890	CRD	0	0	0	0	0	0
AT1G03900	ATNAP4	53.795572	50.708224	49.532564	48.474942	56.471048	53.798333
AT1G03905	ABCI19	1.571917	1.073721	0.490751	0.695494	1.952389	2.261739
AT1G03910	CTN	11.218175	13.536912	23.193186	20.986787	21.575272	19.296018
AT1G03920	AT1G03920	0.919273	0.529497	0.128445	0.153106	0.635716	0.589482
AT1G03930	ADK1	20.474291	26.18088	8.23163	7.363589	25.069521	23.617109
AT1G03935	AT1G03935	0	0	23.906625	0	0	0
AT1G03940	3AT1	1.310324	2.072319	3.807585	3.024036	2.744545	2.929615
AT1G03950	VPS2.3	17.771624	15.586178	2.572389	2.625561	12.818259	16.472152
AT1G03960	B''EPSILON	5.995345	6.278196	3.724856	3.628483	8.196657	6.788157
AT1G03970	GBF4	17.283488	22.467517	25.65832	24.435411	22.160027	22.903646
AT1G03980	PCS2	0.331428	0.13264	0.051687	0.077337	0.323814	0.156398
AT1G03982	RIC8	0	0	0	0	0	0
AT1G03990	FAO1	0.951043	1.06397	0.192416	0.311571	1.037542	0.972671
AT1G04000	AT1G04000	8.035498	8.181459	1.042199	1.113699	8.821005	8.305797
AT1G04010	PSAT	3.416489	3.486136	5.327134	4.925446	4.033552	4.988812
AT1G04020	BARD1	4.696197	3.783268	0.244291	0.055217	7.292451	6.720056
AT1G04030	AT1G04030	2.777622	2.227229	0.228279	0.515477	3.444431	2.839509
AT1G04040	AT1G04040	122.099643	149.69579	73.200313	67.88011	146.825425	142.456983
AT1G04050	SUVR1	1.253707	0.747342	0.26689	0.178657	1.372919	0.917495
AT1G04070	TOM9-1	10.516989	7.418672	2.904573	3.089891	8.767977	7.958746
AT1G04080	PRP39	28.229872	27.026991	35.714201	35.224148	36.138084	38.582477
